HUC12,Levee System ID,Inland Flood,Storm Surge
80202030607.0,4005000002.0,0.857,0.0
80202030608.0,4005000002.0,0.543,0.0
80202030608.0,4005000021.0,0.573,0.0
80202030608.0,4005000010.0,0.684,0.0
80202030608.0,4005000011.0,0.409,0.0
80202030701.0,4005000002.0,0.798,0.0
80202030701.0,4005000010.0,0.684,0.0
80202030702.0,4005000002.0,0.832,0.0
80202030702.0,4005000010.0,0.684,0.0
80202030703.0,4005000010.0,0.684,0.0
80202030703.0,4005000002.0,0.881,0.0
80202030704.0,4005000002.0,0.797,0.0
80202030801.0,4005000002.0,0.669,0.0
80202030802.0,4005000002.0,0.766,0.0
80202030901.0,4005000002.0,0.878,0.0
80202030902.0,4005000002.0,0.808,0.0
80202030903.0,4005000002.0,0.833,0.0
80202031001.0,4005000002.0,0.69,0.0
80202031001.0,4005000010.0,0.684,0.0
80202031002.0,4005000002.0,0.731,0.0
80202031002.0,4005000010.0,0.777,0.0
80202031003.0,4005000002.0,0.588,0.0
80202031004.0,4005000002.0,0.72,0.0
80202031005.0,4005000002.0,0.623,0.0
80202031005.0,4005000010.0,0.601,0.0
80202031006.0,4005000002.0,0.615,0.0
80202031007.0,4005000002.0,0.9,0.0
80202031007.0,4005000010.0,0.699,0.0
80202031008.0,4005000010.0,1.014,0.0
80202031008.0,4005000002.0,0.814,0.0
80202031009.0,4005000002.0,1.027,0.0
80202031010.0,4005000002.0,0.794,0.0
80202031011.0,4005000002.0,0.652,0.0
80202031011.0,4005000010.0,0.593,0.0
80202031012.0,4005000002.0,0.689,0.0
80202031012.0,4005000010.0,0.684,0.0
80202031013.0,4005000002.0,0.712,0.0
80202031014.0,4005000002.0,0.705,0.0
80202031101.0,4005000002.0,0.845,0.0
80202031102.0,4005000002.0,0.828,0.0
80202031103.0,4005000002.0,0.771,0.0
80202031103.0,4005000012.0,0.745,0.0
80202031104.0,4005000002.0,0.652,0.0
80202031104.0,4005000012.0,0.766,0.0
80202031105.0,4005000002.0,0.821,0.0
80202031106.0,4005000002.0,0.826,0.0
80202031201.0,4005000002.0,0.62,0.0
80202031201.0,4005000012.0,0.63,0.0
80202031202.0,4005000002.0,0.636,0.0
80202031203.0,4005000002.0,0.559,0.0
80202031204.0,4005000002.0,0.71,0.0
80202031205.0,4005000002.0,0.549,0.0
80202031205.0,4005000012.0,0.538,0.0
80202031206.0,4005000002.0,1.176,0.0
80202031206.0,4005000012.0,1.177,0.0
80202031207.0,4005000002.0,0.562,0.0
80202031207.0,4005000012.0,0.578,0.0
80202031208.0,4005000002.0,0.566,0.0
80202031209.0,4005000002.0,0.65,0.0
80202031210.0,4005000002.0,0.545,0.0
80202031211.0,4005000002.0,0.678,0.0
80202031212.0,4005000002.0,0.593,0.0
80202031301.0,4005000002.0,0.699,0.0
80202031302.0,4005000002.0,0.748,0.0
80202031303.0,4005000002.0,0.713,0.0
80202031304.0,4005000002.0,0.728,0.0
80202031305.0,4005000002.0,0.684,0.0
80202031401.0,4005000002.0,0.914,0.0
80202031401.0,4005000012.0,0.943,0.0
80202031402.0,4005000002.0,0.979,0.0
80202031402.0,4005000012.0,1.061,0.0
80202031403.0,4005000002.0,1.197,0.0
80202031403.0,4005000012.0,1.138,0.0
80202031404.0,4005000002.0,0.919,0.0
80202031405.0,4005000002.0,0.958,0.0
80202031405.0,4005000012.0,0.963,0.0
80202031406.0,4005000012.0,1.173,0.0
80202031406.0,4005000002.0,1.139,0.0
80202031501.0,4005000002.0,0.709,0.0
80202031502.0,4005000002.0,0.718,0.0
80202031503.0,4005000002.0,0.804,0.0
80202031504.0,4005000002.0,0.772,0.0
80202031504.0,4005000012.0,0.81,0.0
80202031505.0,4005000002.0,0.845,0.0
80202031505.0,4005000012.0,0.875,0.0
80202031506.0,4005000002.0,0.8,0.0
80202031601.0,4005000002.0,1.1,0.0
80202031602.0,4005000002.0,1.138,0.0
80202031603.0,4005000002.0,0.87,0.0
80202031604.0,4005000002.0,0.918,0.0
80202031605.0,4005000002.0,0.927,0.0
80202031605.0,4005000012.0,0.94,0.0
80202031606.0,4005000002.0,1.024,0.0
80202031606.0,4005000012.0,1.038,0.0
80202031607.0,4005000002.0,0.927,0.0
80202031608.0,4005000002.0,0.942,0.0
80202031609.0,4005000002.0,0.998,0.0
80202040101.0,4005000021.0,0.328,0.0
80202040102.0,4005000021.0,0.354,0.0
80202040201.0,4005000005.0,0.308,0.0
80202040202.0,4005000021.0,0.328,0.0
80202040202.0,4005000005.0,0.308,0.0
80202040203.0,4005000005.0,0.308,0.0
80202040205.0,4005000005.0,0.316,0.0
80202040206.0,4005000002.0,0.652,0.0
80202040206.0,4005000021.0,0.308,0.0
80202040207.0,4005000021.0,0.311,0.0
80202040207.0,4005000005.0,0.308,0.0
80202040207.0,4005000002.0,0.652,0.0
80202040208.0,4005000021.0,0.328,0.0
80202040301.0,4005000021.0,0.334,0.0
80202040302.0,4005000002.0,0.368,0.0
80202040302.0,4005000021.0,0.39,0.0
80202040303.0,4005000021.0,0.386,0.0
80202040303.0,4005000002.0,0.357,0.0
80202040401.0,4005000021.0,0.351,0.0
80202040402.0,4005000002.0,0.652,0.0
80202040402.0,4005000021.0,0.354,0.0
80202040501.0,4005000002.0,0.317,0.0
80202040501.0,4005000021.0,0.37,0.0
80202040502.0,4005000021.0,0.308,0.0
80202040503.0,4005000002.0,0.358,0.0
80202040503.0,4005000021.0,0.331,0.0
80202040504.0,4005000021.0,0.419,0.0
80202040505.0,4005000002.0,0.308,0.0
80202040505.0,4005000021.0,0.308,0.0
80202040505.0,4005000011.0,0.308,0.0
80202040506.0,4005000021.0,0.318,0.0
80202040506.0,4005000002.0,0.438,0.0
80202040601.0,4005000021.0,0.308,0.0
80202040601.0,4005000002.0,0.652,0.0
80202040601.0,4005000005.0,0.308,0.0
80202040602.0,4005000002.0,0.652,0.0
80202040602.0,4005000021.0,0.347,0.0
80202040603.0,4005000021.0,0.358,0.0
80202040604.0,4005000021.0,0.316,0.0
80202040604.0,4005000002.0,0.308,0.0
80202040605.0,4005000021.0,0.567,0.0
80202040605.0,4005000026.0,0.667,0.0
80202040605.0,4005000002.0,0.694,0.0
80202040606.0,4005000021.0,0.326,0.0
80202040607.0,4005000021.0,0.408,0.0
80202040607.0,4005000002.0,0.652,0.0
80202040608.0,4005000021.0,0.35,0.0
80202040608.0,4005000002.0,0.339,0.0
80202040609.0,4005000002.0,0.406,0.0
80202040610.0,4005000002.0,0.318,0.0
80202040611.0,4005000002.0,0.314,0.0
80202040612.0,4005000002.0,0.325,0.0
80202040613.0,4005000002.0,0.308,0.0
80202040614.0,4005000002.0,0.347,0.0
80202040615.0,4005000002.0,0.308,0.0
80202040615.0,4005000021.0,0.358,0.0
80202040615.0,4005000026.0,0.523,0.0
80202040701.0,4005000002.0,0.321,0.0
80202040702.0,4005000002.0,0.538,0.0
80202040703.0,4005000002.0,0.335,0.0
80202040704.0,4005000002.0,0.382,0.0
80202040705.0,4005000002.0,0.32,0.0
80202040706.0,4005000002.0,0.496,0.0
80202040707.0,4005000002.0,0.369,0.0
80202040708.0,4005000002.0,0.379,0.0
80202040709.0,4005000002.0,0.419,0.0
80202040710.0,4005000002.0,0.437,0.0
80202040711.0,4005000002.0,0.465,0.0
80202040712.0,4005000002.0,0.386,0.0
80202040801.0,4005000002.0,0.441,0.0
80202040802.0,4005000002.0,0.498,0.0
80202040803.0,4005000002.0,0.382,0.0
80202040804.0,4005000002.0,0.385,0.0
80202040805.0,4005000002.0,0.437,0.0
80202040806.0,4005000002.0,0.382,0.0
80202040807.0,4005000002.0,0.587,0.0
80202040808.0,4005000002.0,0.38,0.0
80202040901.0,4005000002.0,0.607,0.0
80202040902.0,4005000002.0,0.591,0.0
80202040903.0,4005000002.0,0.552,0.0
80202040904.0,4005000002.0,0.54,0.0
80202050508.0,4005000002.0,0.632,0.0
80203010106.0,1605881350.0,0.998,0.0
80203010205.0,1605991328.0,0.998,0.0
80203010205.0,1605995042.0,0.998,0.0
80203010305.0,1605991328.0,1.073,0.0
80203010307.0,1605991329.0,1.073,0.0
80203010501.0,3705000038.0,1.073,0.0
80203010502.0,3705000038.0,1.073,0.0
80203010503.0,4005000015.0,0.576,0.0
80203010503.0,1605991330.0,1.073,0.0
80203010503.0,1605995043.0,1.073,0.0
80203010503.0,1605995045.0,1.073,0.0
80203010503.0,1605995046.0,1.06,0.0
80203010503.0,1605995044.0,1.073,0.0
80203010505.0,4005000018.0,0.979,0.0
80203010505.0,4005000015.0,0.576,0.0
80203010506.0,4005000019.0,1.392,0.0
80203010506.0,4005000015.0,0.576,0.0
80203010506.0,4005000017.0,0.851,0.0
80203020101.0,4005000028.0,0.543,0.0
80203020103.0,4005000028.0,0.536,0.0
80203020103.0,3705000041.0,0.539,0.0
80203020103.0,1605995041.0,0.541,0.0
80203020103.0,1605881352.0,0.541,0.0
80203020105.0,1605881352.0,0.603,0.0
80203020105.0,1605995041.0,0.603,0.0
80203020105.0,3705000041.0,0.597,0.0
80203020106.0,1605881352.0,0.568,0.0
80203020106.0,1605995041.0,0.568,0.0
80203020202.0,3705000033.0,0.533,0.0
80203020206.0,3705000033.0,0.568,0.0
80203020403.0,3705000030.0,0.545,0.0
80203020404.0,3705000030.0,0.545,0.0
80203020405.0,3705000030.0,0.55,0.0
80203020407.0,4005000015.0,0.577,0.0
80203020504.0,1605885377.0,0.998,0.0
80203020607.0,4005000015.0,0.561,0.0
80203020701.0,4005000015.0,0.574,0.0
80203020702.0,4005000015.0,0.558,0.0
80203020703.0,4005000015.0,0.522,0.0
80203020704.0,4005000015.0,0.5,0.0
80203020705.0,4005000015.0,0.442,0.0
80203020706.0,4005000015.0,0.578,0.0
80203020707.0,4005000015.0,0.497,0.0
80203020708.0,4005000015.0,0.52,0.0
80203020801.0,4005000015.0,0.637,0.0
80203020802.0,4005000015.0,0.607,0.0
80203020803.0,4005000015.0,0.57,0.0
80203020804.0,4005000015.0,0.627,0.0
80203020805.0,4005000015.0,0.611,0.0
80203020805.0,1605991330.0,0.654,0.0
80203020806.0,4005000015.0,0.623,0.0
80203020807.0,4005000015.0,0.742,0.0
80203020808.0,4005000015.0,0.712,0.0
80203030301.0,5905000004.0,0.816,0.0
80203030401.0,4005000006.0,0.664,0.0
80203030402.0,4005000006.0,0.774,0.0
80203030403.0,4005000006.0,0.699,0.0
80203030404.0,4005000006.0,0.958,0.0
80203030405.0,4005000006.0,1.004,0.0
80203030406.0,4005000006.0,1.08,0.0
80203030407.0,4005000006.0,0.835,0.0
80203030408.0,4005000006.0,0.929,0.0
80203030502.0,4005000017.0,0.851,0.0
80203030503.0,4005000017.0,0.851,0.0
80203030505.0,4005000017.0,0.838,0.0
80203030511.0,4005000006.0,0.732,0.0
80203030604.0,4005000006.0,0.732,0.0
80203030702.0,4005000006.0,0.732,0.0
80203030703.0,1605881351.0,0.875,0.0
80203040101.0,4005000015.0,0.576,0.0
80203040102.0,4005000015.0,0.589,0.0
80203040104.0,4005000015.0,0.68,0.0
80203040105.0,4005000015.0,0.777,0.0
80203040106.0,4005000015.0,0.649,0.0
80203040107.0,4005000015.0,0.639,0.0
80203040108.0,4005000015.0,0.584,0.0
80203040205.0,4005000006.0,0.732,0.0
80203040303.0,4005000006.0,0.622,0.0
80203040304.0,4005000006.0,0.622,0.0
80203040305.0,4005000006.0,0.648,0.0
80203040307.0,4005000006.0,0.634,0.0
80203040402.0,4005000015.0,0.643,0.0
80203040403.0,4005000015.0,0.638,0.0
80203040407.0,4005000006.0,0.732,0.0
80204010101.0,3705000003.0,1.486,0.0
80204010102.0,3705000003.0,1.486,0.0
80204010103.0,3705000003.0,1.486,0.0
80204010203.0,5905000004.0,0.882,0.0
80204010301.0,5905000004.0,0.918,0.0
80204010302.0,5905000004.0,1.072,0.0
80204010302.0,3705000003.0,1.335,0.0
80204010303.0,5905000004.0,0.853,0.0
80204010304.0,5905000004.0,1.107,0.0
80204010305.0,5905000004.0,1.146,0.0
80204010305.0,3705000003.0,1.486,0.0
80204010401.0,5905000001.0,1.288,0.0
80204010401.0,5905000004.0,0.816,0.0
80204010402.0,5905000001.0,1.288,0.0
80204010402.0,5905000004.0,0.816,0.0
80204010403.0,5905000001.0,1.288,0.0
80204010403.0,5905000004.0,0.816,0.0
80204010403.0,1605881351.0,0.875,0.0
80204010404.0,1605881351.0,0.854,0.0
80204010404.0,5905000001.0,1.288,0.0
80204010405.0,5905000001.0,1.288,0.0
80204020106.0,3705000003.0,1.486,0.0
80204020307.0,5905000004.0,0.556,0.0
80204020401.0,5905000004.0,0.584,0.0
80204020402.0,5905000004.0,0.609,0.0
80204020403.0,5905000004.0,0.816,0.0
80204020404.0,5905000004.0,0.575,0.0
80204020405.0,5905000004.0,0.589,0.0
80204020406.0,5905000004.0,0.575,0.0
80204020407.0,5905000004.0,0.524,0.0
80204020408.0,5905000004.0,0.574,0.0
80301000100.0,5905000001.0,1.375,0.0
80301000100.0,5905000021.0,0.957,0.0
80301000200.0,5905000021.0,0.957,0.0
80301000200.0,5905000001.0,1.288,0.0
80301000200.0,1605100011.0,1.01,0.0
80301000200.0,1605218001.0,1.021,0.0
80301000300.0,5905000021.0,0.957,0.0
80301000300.0,5905000001.0,1.098,0.0
80301000300.0,5905000032.0,0.904,0.0
80302020103.0,5905000043.0,0.848,0.0
80302020104.0,5905000043.0,0.848,0.0
80302020105.0,5905000043.0,0.848,0.0
80302020201.0,5905000043.0,0.928,0.0
80302020201.0,5905000021.0,1.095,0.0
80302020202.0,5905000021.0,0.92,0.0
80302020202.0,5905000043.0,0.951,0.0
80302020203.0,5905000043.0,0.92,0.0
80302020203.0,5905000021.0,0.917,0.0
80302020204.0,5905000043.0,0.748,0.0
80302020204.0,5905000021.0,0.957,0.0
80302020205.0,5905000021.0,0.957,0.0
80302020205.0,5905000043.0,0.881,0.0
80302020304.0,1405000202.0,1.021,0.0
80302020305.0,1405000203.0,1.016,0.0
80302020305.0,1405000202.0,1.021,0.0
80302020305.0,5905000021.0,0.957,0.0
80302020306.0,5905000043.0,0.848,0.0
80302020306.0,5905000021.0,0.957,0.0
80302020306.0,1405000200.0,1.034,0.0
80302020306.0,1405000202.0,1.021,0.0
80302020401.0,5905000021.0,0.77,0.0
80302020401.0,5905000043.0,0.831,0.0
80302020402.0,5905000043.0,0.74,0.0
80302020402.0,5905000021.0,0.957,0.0
80302020403.0,5905000021.0,0.743,0.0
80302020403.0,5905000043.0,0.731,0.0
80302020404.0,5905000043.0,0.794,0.0
80302020404.0,5905000021.0,0.782,0.0
80302020405.0,5905000043.0,0.901,0.0
80302020405.0,5905000021.0,0.934,0.0
80302020501.0,5905000021.0,0.857,0.0
80302020501.0,5905000007.0,0.967,0.0
80302020502.0,5905000021.0,1.124,0.0
80302020502.0,5905000007.0,0.932,0.0
80302020503.0,5905000021.0,1.06,0.0
80302020504.0,5905000043.0,1.108,0.0
80302020504.0,5905000021.0,1.156,0.0
80302020505.0,5905000043.0,1.295,0.0
80302020505.0,5905000021.0,1.34,0.0
80302020601.0,5905000021.0,1.352,0.0
80302020601.0,1405000209.0,1.383,0.0
80302020601.0,1405250017.0,1.383,0.0
80302020601.0,1405000204.0,1.383,0.0
80302020601.0,1405250016.0,1.383,0.0
80302020601.0,1405000199.0,1.077,0.0
80302020602.0,1405000199.0,1.331,0.0
80302020602.0,1405000219.0,1.38,0.0
80302020602.0,5905000021.0,1.366,0.0
80302020603.0,5905000021.0,1.269,0.0
80302020603.0,1405000199.0,1.077,0.0
80302020603.0,1405000219.0,1.286,0.0
80302020603.0,1405000228.0,1.286,0.0
80302020603.0,1405250014.0,1.286,0.0
80302020603.0,1405000208.0,1.286,0.0
80302020603.0,1405000220.0,1.286,0.0
80302020604.0,1405000229.0,1.317,0.0
80302020604.0,5905000021.0,0.957,0.0
80302020604.0,5905000012.0,1.403,0.0
80302040605.0,5905000021.0,0.957,0.0
80302040606.0,5905000021.0,0.957,0.0
80302040701.0,5905000021.0,0.957,0.0
80302040702.0,5905000021.0,0.957,0.0
80302040703.0,5905000021.0,0.792,0.0
80302040704.0,5905000021.0,0.749,0.0
80302040704.0,5905000007.0,0.769,0.0
80302040705.0,5905000021.0,0.846,0.0
80302040705.0,5905000007.0,0.857,0.0
80302040801.0,5905000007.0,0.954,0.0
80302040801.0,5905000021.0,1.002,0.0
80302040802.0,5905000021.0,0.96,0.0
80302040802.0,5905000007.0,1.001,0.0
80302040803.0,5905000007.0,0.908,0.0
80302040804.0,5905000007.0,0.901,0.0
80302040804.0,5905000021.0,0.957,0.0
80302040901.0,5905000007.0,0.882,0.0
80302040901.0,5905000021.0,0.837,0.0
80302040902.0,5905000021.0,0.819,0.0
80302040903.0,5905000021.0,0.765,0.0
80302040903.0,5905000007.0,1.068,0.0
80302041001.0,5905000007.0,0.793,0.0
80302041002.0,5905000021.0,0.814,0.0
80302041002.0,5905000007.0,0.778,0.0
80302041003.0,5905000021.0,0.756,0.0
80302041003.0,5905000007.0,0.824,0.0
80302041004.0,5905000007.0,0.765,0.0
80302041004.0,5905000021.0,0.765,0.0
80302041101.0,5905000011.0,0.664,0.0
80302041101.0,5905000021.0,0.785,0.0
80302041102.0,5905000011.0,0.675,0.0
80302041102.0,5905000021.0,0.867,0.0
80302041103.0,5905000043.0,0.86,0.0
80302041103.0,5905000021.0,0.929,0.0
80302041104.0,5905000021.0,0.844,0.0
80302041104.0,5905000011.0,0.675,0.0
80302041104.0,5905000007.0,0.932,0.0
80302041104.0,5905000043.0,0.858,0.0
80302050307.0,5905000042.0,0.996,0.0
80302050308.0,5905000042.0,0.911,0.0
80302050701.0,5905000045.0,1.023,0.0
80302050701.0,5905000021.0,0.957,0.0
80302050701.0,1405250017.0,1.027,0.0
80302050701.0,1405250016.0,1.027,0.0
80302050701.0,1405000203.0,1.036,0.0
80302050702.0,1405250016.0,1.119,0.0
80302050702.0,1405000204.0,1.119,0.0
80302050702.0,1405000199.0,0.926,0.0
80302050702.0,5905000045.0,1.078,0.0
80302050702.0,5905000021.0,1.191,0.0
80302050703.0,5905000045.0,1.018,0.0
80302050703.0,5905000044.0,1.007,0.0
80302050704.0,5905000044.0,1.007,0.0
80302050706.0,1405000130.0,1.031,0.0
80302050803.0,5905000047.0,0.998,0.0
80302050803.0,5905000048.0,0.979,0.0
80302050804.0,5905000048.0,1.066,0.0
80302050804.0,5905000047.0,1.219,0.0
80302050804.0,1405000005.0,0.88,0.0
80302050902.0,1405000148.0,0.98,0.0
80302050902.0,1405000147.0,0.939,0.0
80302050903.0,1405000130.0,1.049,0.0
80302050903.0,1405000148.0,0.98,0.0
80302050903.0,1405000147.0,0.939,0.0
80302050905.0,1405000130.0,1.041,0.0
80302050905.0,1405000129.0,0.985,0.0
80302050905.0,1405000147.0,0.924,0.0
80302050905.0,5905000047.0,0.998,0.0
80302050905.0,5905000046.0,0.93,0.0
80302060102.0,5905000048.0,1.066,0.0
80302060103.0,5905000048.0,0.758,0.0
80302060103.0,5905000040.0,0.953,0.0
80302060103.0,1405000213.0,0.843,0.0
80302060104.0,1405000533.0,0.976,0.0
80302060104.0,1405000005.0,0.853,0.0
80302060104.0,5905000048.0,1.223,0.0
80302060104.0,5905000040.0,1.002,0.0
80302060104.0,5905000012.0,0.744,0.0
80302060104.0,5905000021.0,0.879,0.0
80302060105.0,5905000040.0,0.888,0.0
80302060105.0,1405000757.0,0.918,0.0
80302060105.0,1405000233.0,0.918,0.0
80302060106.0,5905000040.0,1.016,0.0
80302060106.0,5905000021.0,0.952,0.0
80302060204.0,1405000233.0,0.83,0.0
80302060205.0,1405000758.0,0.83,0.0
80302060205.0,1405000233.0,0.83,0.0
80302060205.0,1405000234.0,0.83,0.0
80302060205.0,1405000757.0,0.83,0.0
80302060205.0,5905000008.0,0.797,0.0
80302060301.0,5905000041.0,0.903,0.0
80302060301.0,5905000021.0,0.927,0.0
80302060302.0,5905000041.0,0.903,0.0
80302060302.0,5905000021.0,0.955,0.0
80302060303.0,5905000021.0,0.985,0.0
80302060304.0,5905000021.0,1.007,0.0
80302060305.0,5905000008.0,0.986,0.0
80302060305.0,1405000186.0,0.999,0.0
80302060306.0,5905000021.0,0.988,0.0
80302060307.0,5905000021.0,0.877,0.0
80302060307.0,5905000049.0,0.821,0.0
80302060307.0,5905000041.0,0.903,0.0
80302060307.0,5905000024.0,1.05,0.0
80302060307.0,5905000008.0,0.888,0.0
80302060307.0,1405000174.0,0.899,0.0
80302060307.0,1405000231.0,0.899,0.0
80302060401.0,1405000234.0,0.83,0.0
80302060401.0,1405000758.0,0.837,0.0
80302060401.0,5905000008.0,0.813,0.0
80302060402.0,1405000234.0,0.83,0.0
80302060402.0,1405000758.0,0.813,0.0
80302060404.0,5905000008.0,0.88,0.0
80302060405.0,5905000008.0,0.803,0.0
80302060406.0,5905000049.0,0.797,0.0
80302060406.0,5905000008.0,0.836,0.0
80302060407.0,5905000008.0,0.979,0.0
80302060407.0,5905000049.0,0.821,0.0
80302060407.0,5905000024.0,1.05,0.0
80302060407.0,1405000186.0,0.988,0.0
80302060407.0,1405000741.0,0.988,0.0
80302060506.0,1405000759.0,0.898,0.0
80302060506.0,5905000050.0,0.886,0.0
80302060603.0,5905000049.0,0.821,0.0
80302060604.0,5905000049.0,0.86,0.0
80302060604.0,5905000008.0,0.908,0.0
80302060605.0,5905000008.0,0.88,0.0
80302060605.0,5905000050.0,0.886,0.0
80302060605.0,5905000049.0,0.821,0.0
80302060702.0,5905000008.0,0.88,0.0
80302060702.0,5905000029.0,0.811,0.0
80302060702.0,1405000741.0,0.821,0.0
80302060703.0,1405000058.0,0.743,0.0
80302060703.0,5905000029.0,0.724,0.0
80302060703.0,5905000024.0,1.05,0.0
80302060705.0,5905000019.0,0.679,0.0
80302060705.0,5905000029.0,0.735,0.0
80302060706.0,5905000024.0,0.668,0.0
80302060706.0,5905000019.0,0.712,0.0
80302060706.0,1405000058.0,0.681,0.0
80302060706.0,1405000057.0,0.661,0.0
80302060706.0,1405000056.0,0.529,0.0
80302060801.0,1405000066.0,0.772,0.0
80302060802.0,1405000066.0,0.709,0.0
80302060802.0,5905000031.0,0.744,0.0
80302060802.0,5905000024.0,0.709,0.0
80302060802.0,5905000019.0,0.679,0.0
80302060804.0,5905000031.0,0.759,0.0
80302060804.0,1405000066.0,0.819,0.0
80302060805.0,5905000024.0,0.824,0.0
80302060805.0,5905000020.0,0.818,0.0
80302060901.0,5905000024.0,0.953,0.0
80302060902.0,5905000024.0,1.051,0.0
80302060902.0,1405000061.0,1.081,0.0
80302060903.0,1405000061.0,1.334,0.0
80302060903.0,5905000024.0,1.05,0.0
80302060903.0,5905000021.0,0.957,0.0
80302060904.0,5905000024.0,1.341,0.0
80302060904.0,5905000021.0,0.957,0.0
80302060904.0,1405000061.0,1.334,0.0
80302070101.0,5905000021.0,0.964,0.0
80302070101.0,5905000007.0,1.049,0.0
80302070102.0,5905000021.0,1.055,0.0
80302070103.0,5905000021.0,0.975,0.0
80302070103.0,5905000007.0,0.932,0.0
80302070201.0,5905000021.0,1.062,0.0
80302070202.0,5905000021.0,1.143,0.0
80302070203.0,5905000021.0,1.109,0.0
80302070301.0,5905000021.0,0.974,0.0
80302070302.0,5905000021.0,1.084,0.0
80302070303.0,5905000021.0,0.88,0.0
80302070304.0,5905000021.0,0.94,0.0
80302070305.0,5905000021.0,1.037,0.0
80302070306.0,5905000021.0,0.99,0.0
80302070401.0,5905000021.0,0.976,0.0
80302070402.0,5905000021.0,0.927,0.0
80302070403.0,5905000021.0,1.053,0.0
80302070404.0,5905000021.0,1.035,0.0
80302070405.0,5905000021.0,1.23,0.0
80302070406.0,5905000021.0,0.921,0.0
80302070501.0,5905000021.0,1.158,0.0
80302070502.0,5905000021.0,1.06,0.0
80302070503.0,5905000021.0,1.219,0.0
80302070504.0,5905000021.0,0.973,0.0
80302070505.0,5905000021.0,0.981,0.0
80302070506.0,5905000021.0,1.075,0.0
80302070601.0,5905000021.0,1.092,0.0
80302070602.0,5905000043.0,0.848,0.0
80302070602.0,5905000021.0,1.21,0.0
80302070603.0,5905000021.0,0.978,0.0
80302070604.0,5905000021.0,0.994,0.0
80302070701.0,5905000021.0,0.929,0.0
80302070702.0,5905000021.0,1.185,0.0
80302070703.0,5905000021.0,1.287,0.0
80302070704.0,5905000021.0,1.132,0.0
80302070705.0,5905000021.0,1.079,0.0
80302070801.0,5905000021.0,1.748,0.0
80302070802.0,5905000021.0,1.37,0.0
80302070803.0,5905000021.0,1.421,0.0
80302070804.0,5905000021.0,1.492,0.0
80302070805.0,5905000021.0,1.427,0.0
80302070901.0,5905000021.0,1.074,0.0
80302070902.0,5905000021.0,1.053,0.0
80302071001.0,5905000021.0,0.942,0.0
80302071002.0,5905000021.0,0.941,0.0
80302071101.0,5905000021.0,1.166,0.0
80302071102.0,5905000021.0,0.996,0.0
80302071103.0,5905000021.0,1.073,0.0
80302071104.0,5905000021.0,1.072,0.0
80302071105.0,5905000021.0,1.03,0.0
80302071106.0,5905000021.0,1.051,0.0
80302071201.0,5905000021.0,1.065,0.0
80302071202.0,5905000021.0,1.026,0.0
80302071301.0,5905000021.0,1.577,0.0
80302071302.0,5905000021.0,0.979,0.0
80302071303.0,5905000021.0,1.319,0.0
80302071304.0,5905000021.0,1.181,0.0
80302071305.0,5905000021.0,1.591,0.0
80302071401.0,5905000021.0,0.882,0.0
80302071402.0,5905000021.0,0.804,0.0
80302071501.0,5905000021.0,1.062,0.0
80302071502.0,5905000021.0,1.205,0.0
80302071503.0,5905000021.0,1.045,0.0
80302071504.0,5905000021.0,1.135,0.0
80302071601.0,5905000021.0,1.013,0.0
80302071602.0,5905000021.0,1.112,0.0
80302071603.0,5905000021.0,1.039,0.0
80302071604.0,5905000021.0,0.961,0.0
80302071605.0,5905000021.0,1.248,0.0
80302071606.0,5905000021.0,1.034,0.0
80302071607.0,5905000021.0,1.095,0.0
80302071608.0,5905000021.0,0.988,0.0
80302071609.0,5905000021.0,0.889,0.0
80302071610.0,5905000021.0,0.961,0.0
80302071611.0,5905000021.0,1.362,0.0
80302071701.0,5905000021.0,0.921,0.0
80302071702.0,5905000021.0,0.979,0.0
80302071703.0,5905000021.0,0.949,0.0
80302071704.0,5905000021.0,0.868,0.0
80302071705.0,5905000021.0,0.819,0.0
80302071706.0,5905000021.0,0.871,0.0
80302071707.0,5905000021.0,0.852,0.0
80302071707.0,1405250006.0,0.913,0.0
80302071707.0,1405000060.0,0.936,0.0
80302071801.0,5905000021.0,0.839,0.0
80302071802.0,5905000021.0,0.963,0.0
80302071803.0,5905000021.0,0.811,0.0
80302071901.0,5905000021.0,0.991,0.0
80302071902.0,5905000021.0,0.829,0.0
80302071903.0,5905000021.0,0.885,0.0
80302071904.0,5905000021.0,1.0,0.0
80302071905.0,5905000021.0,0.94,0.0
80302080101.0,5905000020.0,0.971,0.0
80302080103.0,5905000020.0,0.874,0.0
80302080103.0,5905000021.0,0.957,0.0
80302080201.0,5905000021.0,0.957,0.0
80302080202.0,5905000032.0,0.904,0.0
80302080202.0,5905000021.0,0.957,0.0
80302090101.0,5905000021.0,1.135,0.0
80302090102.0,5905000021.0,0.974,0.0
80302090103.0,5905000021.0,1.055,0.0
80302090103.0,1405200010.0,0.706,0.0
80302090104.0,1405200010.0,0.899,0.0
80302090104.0,5905000021.0,0.9,0.0
80302090201.0,5905000021.0,0.552,0.0
80302090202.0,5905000021.0,0.508,0.0
80302090203.0,5905000021.0,0.707,0.0
80302090204.0,5905000021.0,0.474,0.0
80302090205.0,5905000021.0,0.58,0.0
80302090206.0,5905000021.0,0.539,0.0
80302090301.0,5905000021.0,0.81,0.0
80302090302.0,5905000021.0,0.779,0.0
80302090303.0,5905000021.0,0.74,0.0
80302090304.0,5905000021.0,0.831,0.0
