HUC12,Inland Flood,Storm Surge
90100070702.0,0.992,0.0
90100070703.0,0.992,0.0
90100070704.0,0.992,0.0
90100070705.0,0.992,0.0
90100070706.0,0.992,0.0
90100070707.0,0.992,0.0
90100070708.0,0.992,0.0
90100070801.0,0.992,0.0
90100070802.0,0.992,0.0
90100070803.0,0.992,0.0
90100070804.0,0.992,0.0
90100070805.0,0.992,0.0
90100070806.0,0.992,0.0
90100070807.0,0.992,0.0
90100070808.0,0.992,0.0
90100070901.0,0.992,0.0
90100070902.0,0.992,0.0
90100070903.0,0.992,0.0
90100070904.0,0.992,0.0
90100070905.0,0.992,0.0
90100070906.0,0.992,0.0
90100071001.0,0.992,0.0
90100071002.0,0.992,0.0
90100071003.0,0.992,0.0
90100071004.0,0.992,0.0
90100071005.0,0.992,0.0
90100071006.0,0.992,0.0
90100071007.0,0.992,0.0
90100071008.0,0.992,0.0
90100071009.0,0.992,0.0
90100071010.0,0.992,0.0
90100071011.0,0.992,0.0
90100071012.0,0.342,0.0
90100071101.0,0.342,0.0
90100071102.0,0.342,0.0
90100071103.0,0.342,0.0
90100071104.0,0.342,0.0
90100071201.0,0.992,0.0
90100071202.0,0.342,0.0
90100071203.0,0.342,0.0
90100071204.0,0.342,0.0
90100071205.0,0.342,0.0
90100071206.0,0.342,0.0
90100071207.0,0.342,0.0
90100071301.0,0.342,0.0
90100071302.0,0.992,0.0
90100071303.0,0.992,0.0
90100071304.0,0.342,0.0
90100071305.0,0.992,0.0
90100071306.0,0.342,0.0
90100071307.0,0.342,0.0
90100071308.0,0.342,0.0
90100071309.0,0.342,0.0
90100071310.0,0.342,0.0
90100071311.0,0.342,0.0
90100080101.0,0.992,0.0
90100080102.0,0.992,0.0
90100080103.0,0.342,0.0
90100080104.0,0.342,0.0
90100080201.0,0.992,0.0
90100080202.0,0.992,0.0
90100080203.0,0.992,0.0
90100080204.0,0.992,0.0
90100080205.0,0.992,0.0
90100080206.0,0.992,0.0
90100080207.0,0.992,0.0
90100080301.0,0.992,0.0
90100080302.0,0.992,0.0
90100080303.0,0.992,0.0
90100080304.0,0.992,0.0
90100080305.0,0.992,0.0
90100080306.0,0.992,0.0
90100080307.0,0.992,0.0
90100080308.0,0.992,0.0
90100080401.0,0.992,0.0
90100080402.0,0.992,0.0
90100080403.0,0.992,0.0
90100080404.0,0.992,0.0
90100080405.0,0.992,0.0
90100080501.0,0.992,0.0
90100080502.0,0.992,0.0
90100080503.0,0.992,0.0
90100080504.0,0.992,0.0
90100080601.0,0.992,0.0
90100080602.0,0.992,0.0
90100080603.0,0.992,0.0
90100080701.0,0.992,0.0
90100080702.0,0.992,0.0
90100080703.0,0.992,0.0
90100080704.0,0.992,0.0
90100080705.0,0.992,0.0
90100080706.0,0.992,0.0
90100080707.0,0.992,0.0
90100080708.0,0.992,0.0
90100080709.0,0.992,0.0
90100080710.0,0.992,0.0
90100080801.0,0.342,0.0
90100080802.0,0.342,0.0
90100080803.0,0.342,0.0
90100080804.0,0.342,0.0
90100080805.0,0.342,0.0
90100080806.0,0.342,0.0
90100080807.0,0.342,0.0
90100080808.0,0.342,0.0
90100080809.0,0.342,0.0
90100080901.0,0.503,0.0
90100080902.0,0.503,0.0
90100080903.0,0.503,0.0
90100080904.0,0.499,0.0
90100080905.0,0.408,0.0
90100080906.0,0.426,0.0
90100080907.0,0.342,0.0
90100080908.0,0.342,0.0
90100081001.0,0.342,0.0
90100081002.0,0.342,0.0
90100081003.0,0.342,0.0
90100081004.0,0.342,0.0
90100081005.0,0.342,0.0
90100081006.0,0.342,0.0
90100081007.0,0.342,0.0
90100081101.0,0.342,0.0
90100081102.0,0.342,0.0
90100081103.0,0.342,0.0
90100081104.0,0.342,0.0
90100081105.0,0.342,0.0
90100081201.0,0.342,0.0
90100081202.0,0.342,0.0
90100081203.0,0.342,0.0
90100081204.0,0.342,0.0
90100081205.0,0.342,0.0
90100081206.0,0.342,0.0
90100081207.0,0.342,0.0
90100081208.0,0.342,0.0
90100081209.0,0.378,0.0
90100081210.0,0.342,0.0
90100081301.0,0.342,0.0
90100081302.0,0.342,0.0
90100081303.0,0.342,0.0
90100081304.0,0.342,0.0
90100081305.0,0.342,0.0
90100081306.0,0.342,0.0
90100081307.0,0.342,0.0
90100081308.0,0.379,0.0
90100081309.0,0.342,0.0
90100081310.0,0.379,0.0
90100081401.0,0.342,0.0
90100081402.0,0.342,0.0
90100081403.0,0.342,0.0
90100081404.0,0.342,0.0
90100081405.0,0.342,0.0
90100081406.0,0.342,0.0
90100081407.0,0.342,0.0
90100090000.0,0.992,0.0
90201010101.0,0.769,0.0
90201010102.0,0.796,0.0
90201010103.0,0.807,0.0
90201010104.0,0.78,0.0
90201010105.0,0.818,0.0
90201010201.0,0.85,0.0
90201010202.0,0.846,0.0
90201010203.0,0.795,0.0
90201010204.0,0.925,0.0
90201010205.0,0.867,0.0
90201010301.0,0.704,0.0
90201010302.0,0.72,0.0
90201010303.0,0.742,0.0
90201010304.0,0.724,0.0
90201010305.0,0.718,0.0
90201010401.0,1.198,0.0
90201010402.0,0.944,0.0
90201010403.0,1.26,0.0
90201010404.0,1.586,0.0
90201010405.0,2.137,0.0
90201010406.0,1.448,0.0
90201010407.0,1.369,0.0
90201010408.0,1.558,0.0
90201010501.0,0.934,0.0
90201010502.0,0.988,0.0
90201010503.0,0.856,0.0
90201010504.0,0.977,0.0
90201010505.0,0.892,0.0
90201010506.0,1.263,0.0
90201010507.0,1.298,0.0
90201020101.0,0.635,0.0
90201020102.0,0.667,0.0
90201020103.0,0.661,0.0
90201020104.0,0.635,0.0
90201020105.0,0.667,0.0
90201020106.0,0.752,0.0
90201020107.0,0.773,0.0
90201020201.0,0.676,0.0
90201020202.0,0.631,0.0
90201020203.0,0.668,0.0
90201020204.0,0.711,0.0
90201020205.0,0.773,0.0
90201020206.0,0.72,0.0
90201020301.0,0.676,0.0
90201020302.0,0.67,0.0
90201020303.0,0.629,0.0
90201020304.0,0.74,0.0
90201020305.0,0.622,0.0
90201020306.0,0.686,0.0
90201020401.0,0.566,0.0
90201020402.0,0.869,0.0
90201020403.0,0.641,0.0
90201020501.0,0.818,0.0
90201020502.0,0.638,0.0
90201020503.0,0.648,0.0
90201020504.0,0.622,0.0
90201030101.0,0.378,0.0
90201030102.0,0.377,0.0
90201030103.0,0.403,0.0
90201030104.0,0.407,0.0
90201030105.0,0.365,0.0
90201030201.0,0.349,0.0
90201030202.0,0.383,0.0
90201030203.0,0.377,0.0
90201030204.0,0.418,0.0
90201030205.0,0.435,0.0
90201030206.0,0.366,0.0
90201030301.0,0.342,0.0
90201030302.0,0.349,0.0
90201030303.0,0.342,0.0
90201030304.0,0.356,0.0
90201030305.0,0.345,0.0
90201030401.0,0.379,0.0
90201030402.0,0.35,0.0
90201030403.0,0.379,0.0
90201030404.0,0.572,0.0
90201030405.0,0.342,0.0
90201030501.0,0.389,0.0
90201030502.0,0.456,0.0
90201030503.0,0.391,0.0
90201030504.0,0.378,0.0
90201030505.0,0.424,0.0
90201030506.0,0.365,0.0
90201030601.0,0.448,0.0
90201030602.0,0.452,0.0
90201030603.0,0.478,0.0
90201030604.0,0.44,0.0
90201030605.0,0.659,0.0
90201030606.0,0.433,0.0
90201030701.0,0.342,0.0
90201030702.0,0.94,0.0
90201030703.0,0.414,0.0
90201030704.0,0.416,0.0
90201030705.0,0.344,0.0
90201030706.0,0.392,0.0
90201030707.0,0.422,0.0
90201030708.0,0.495,0.0
90201030709.0,0.432,0.0
90201030801.0,0.361,0.0
90201030802.0,0.359,0.0
90201030803.0,0.358,0.0
90201030804.0,0.352,0.0
90201030901.0,0.351,0.0
90201030902.0,0.344,0.0
90201030903.0,0.351,0.0
90201030904.0,0.342,0.0
90201030905.0,0.342,0.0
90201031001.0,0.419,0.0
90201031002.0,0.472,0.0
90201031003.0,0.436,0.0
90201031004.0,0.422,0.0
90201031005.0,0.392,0.0
90201031006.0,0.744,0.0
90201040101.0,0.702,0.0
90201040102.0,0.701,0.0
90201040201.0,0.68,0.0
90201040202.0,0.699,0.0
90201040203.0,0.647,0.0
90201040204.0,0.702,0.0
90201040301.0,0.934,0.0
90201040302.0,0.773,0.0
90201040303.0,0.929,0.0
90201040304.0,0.782,0.0
90201040401.0,0.832,0.0
90201040402.0,0.827,0.0
90201040403.0,1.074,0.0
90201040501.0,1.022,0.0
90201040502.0,0.587,0.0
90201040503.0,0.342,0.0
90201040504.0,0.81,0.0
90201040505.0,0.716,0.0
90201040506.0,0.863,0.0
90201050101.0,0.686,0.0
90201050102.0,0.675,0.0
90201050103.0,0.686,0.0
90201050104.0,0.669,0.0
90201050105.0,0.685,0.0
90201050201.0,0.759,0.0
90201050202.0,0.759,0.0
90201050301.0,0.732,0.0
90201050302.0,0.882,0.0
90201050303.0,0.882,0.0
90201050304.0,0.723,0.0
90201050305.0,0.83,0.0
90201050306.0,0.785,0.0
90201050307.0,0.822,0.0
90201050308.0,0.722,0.0
90201050401.0,0.688,0.0
90201050402.0,0.758,0.0
90201050403.0,0.783,0.0
90201050404.0,0.832,0.0
90201050501.0,0.761,0.0
90201050502.0,0.834,0.0
90201050503.0,0.781,0.0
90201050504.0,0.699,0.0
90201050505.0,0.732,0.0
90201050506.0,0.736,0.0
90201050601.0,0.746,0.0
90201050602.0,0.727,0.0
90201050603.0,0.736,0.0
90201050604.0,0.727,0.0
90201050701.0,0.642,0.0
90201050702.0,0.664,0.0
90201050703.0,0.658,0.0
90201050704.0,0.672,0.0
90201050801.0,0.874,0.0
90201050802.0,0.782,0.0
90201050803.0,0.948,0.0
90201050804.0,1.036,0.0
90201050805.0,1.01,0.0
90201050901.0,0.869,0.0
90201050902.0,0.867,0.0
90201050903.0,0.887,0.0
90201050904.0,0.825,0.0
90201050905.0,1.044,0.0
90201050906.0,0.822,0.0
90201050907.0,0.879,0.0
90201051001.0,0.892,0.0
90201051002.0,0.726,0.0
90201051003.0,0.858,0.0
90201051004.0,0.97,0.0
90201051005.0,0.94,0.0
90201051006.0,1.149,0.0
90201060101.0,2.261,0.0
90201060102.0,2.261,0.0
90201060103.0,2.261,0.0
90201060104.0,2.261,0.0
90201060105.0,2.261,0.0
90201060106.0,2.261,0.0
90201060107.0,2.261,0.0
90201060108.0,2.261,0.0
90201060109.0,2.261,0.0
90201060201.0,2.261,0.0
90201060202.0,2.261,0.0
90201060301.0,2.261,0.0
90201060302.0,2.261,0.0
90201060401.0,2.261,0.0
90201060402.0,2.261,0.0
90201060403.0,2.261,0.0
90201060501.0,2.261,0.0
90201060502.0,2.261,0.0
90201060503.0,2.261,0.0
90201060504.0,2.261,0.0
90201060601.0,2.261,0.0
90201060602.0,2.261,0.0
90201060603.0,2.261,0.0
90201060604.0,2.261,0.0
90201060605.0,2.261,0.0
90201060701.0,2.261,0.0
90201060702.0,2.261,0.0
90201060703.0,2.261,0.0
90201060704.0,2.261,0.0
90201060705.0,2.261,0.0
90201060706.0,2.261,0.0
90201060707.0,2.261,0.0
90201060708.0,2.261,0.0
90201070101.0,2.141,0.0
90201070102.0,1.128,0.0
90201070103.0,1.287,0.0
90201070104.0,1.045,0.0
90201070105.0,0.996,0.0
90201070106.0,0.961,0.0
90201070201.0,0.705,0.0
90201070202.0,0.703,0.0
90201070203.0,0.667,0.0
90201070301.0,0.698,0.0
90201070302.0,0.7,0.0
90201070303.0,0.766,0.0
90201070401.0,0.638,0.0
90201070402.0,0.727,0.0
90201070403.0,0.729,0.0
90201070404.0,0.686,0.0
90201070405.0,0.693,0.0
90201070406.0,0.686,0.0
90201070501.0,0.725,0.0
90201070502.0,0.747,0.0
90201070503.0,0.715,0.0
90201070504.0,0.71,0.0
90201070505.0,0.727,0.0
90201070506.0,1.012,0.0
90201070507.0,1.034,0.0
90201070601.0,0.783,0.0
90201070602.0,0.877,0.0
90201070603.0,0.955,0.0
90201070604.0,1.013,0.0
90201070605.0,0.906,0.0
90201080101.0,0.604,0.0
90201080102.0,0.654,0.0
90201080103.0,0.625,0.0
90201080104.0,0.617,0.0
90201080105.0,0.632,0.0
90201080201.0,0.634,0.0
90201080202.0,0.788,0.0
90201080203.0,0.657,0.0
90201080301.0,0.868,0.0
90201080302.0,0.653,0.0
90201080303.0,0.669,0.0
90201080401.0,0.632,0.0
90201080402.0,0.637,0.0
90201080403.0,0.598,0.0
90201080404.0,0.774,0.0
90201080405.0,0.633,0.0
90201080501.0,0.708,0.0
90201080502.0,0.795,0.0
90201080601.0,0.53,0.0
90201080602.0,0.486,0.0
90201080701.0,0.61,0.0
90201080702.0,0.636,0.0
90201080703.0,0.626,0.0
90201080704.0,0.613,0.0
90201080705.0,0.59,0.0
90201080801.0,0.719,0.0
90201080802.0,0.681,0.0
90201080803.0,0.693,0.0
90201080901.0,0.7,0.0
90201080902.0,0.719,0.0
90201080903.0,0.794,0.0
90201080904.0,0.688,0.0
90201081001.0,0.649,0.0
90201081002.0,0.637,0.0
90201081003.0,0.689,0.0
90201081004.0,0.76,0.0
90201081005.0,0.831,0.0
90201081006.0,0.809,0.0
90201081101.0,1.473,0.0
90201081102.0,0.884,0.0
90201081103.0,1.392,0.0
90201081104.0,2.261,0.0
90201081105.0,1.826,0.0
90201081201.0,0.773,0.0
90201081202.0,0.709,0.0
90201081203.0,0.733,0.0
90201081204.0,0.692,0.0
90201081205.0,1.027,0.0
90201081206.0,0.733,0.0
90201090101.0,0.583,0.0
90201090102.0,0.584,0.0
90201090103.0,0.567,0.0
90201090104.0,0.566,0.0
90201090201.0,0.59,0.0
90201090202.0,0.637,0.0
90201090203.0,0.603,0.0
90201090204.0,0.584,0.0
90201090205.0,0.599,0.0
90201090206.0,0.6,0.0
90201090207.0,0.616,0.0
90201090208.0,0.63,0.0
90201090209.0,0.599,0.0
90201090301.0,0.59,0.0
90201090302.0,0.581,0.0
90201090303.0,0.569,0.0
90201090304.0,0.574,0.0
90201090305.0,0.592,0.0
90201090401.0,0.566,0.0
90201090402.0,0.595,0.0
90201090403.0,0.576,0.0
90201090404.0,0.596,0.0
90201090405.0,0.579,0.0
90201090406.0,0.608,0.0
90201090501.0,0.553,0.0
90201090502.0,0.563,0.0
90201090503.0,0.643,0.0
90201090504.0,0.57,0.0
90201090601.0,0.625,0.0
90201090602.0,0.645,0.0
90201090603.0,0.671,0.0
90201090604.0,0.606,0.0
90201090605.0,0.828,0.0
90202010101.0,0.351,0.0
90202010102.0,0.36,0.0
90202010103.0,0.383,0.0
90202010201.0,0.393,0.0
90202010202.0,0.392,0.0
90202010203.0,0.394,0.0
90202010204.0,0.392,0.0
90202010205.0,0.395,0.0
90202010206.0,0.405,0.0
90202010207.0,0.393,0.0
90202010301.0,0.412,0.0
90202010302.0,0.398,0.0
90202010303.0,0.407,0.0
90202010304.0,0.39,0.0
90202010305.0,0.423,0.0
90202010306.0,0.443,0.0
90202010307.0,0.42,0.0
90202010401.0,0.4,0.0
90202010402.0,0.401,0.0
90202010403.0,0.401,0.0
90202010404.0,0.401,0.0
90202010501.0,0.4,0.0
90202010502.0,0.395,0.0
90202010503.0,0.402,0.0
90202010504.0,0.419,0.0
90202010505.0,0.38,0.0
90202010601.0,0.412,0.0
90202010602.0,0.4,0.0
90202010603.0,0.416,0.0
90202010604.0,0.437,0.0
90202010605.0,0.407,0.0
90202010606.0,0.403,0.0
90202010607.0,0.439,0.0
90202010701.0,0.386,0.0
90202010702.0,0.387,0.0
90202010703.0,0.381,0.0
90202010704.0,0.349,0.0
90202010705.0,0.397,0.0
90202010706.0,0.387,0.0
90202010801.0,0.39,0.0
90202010802.0,0.39,0.0
90202010803.0,0.41,0.0
90202010804.0,0.406,0.0
90202010805.0,0.422,0.0
90202010806.0,0.405,0.0
90202010901.0,0.418,0.0
90202010902.0,0.447,0.0
90202010903.0,0.426,0.0
90202010904.0,0.409,0.0
90202010905.0,0.416,0.0
90202010906.0,0.461,0.0
90202010907.0,0.45,0.0
90202011001.0,0.394,0.0
90202011002.0,0.388,0.0
90202011003.0,0.394,0.0
90202011004.0,0.388,0.0
90202011005.0,0.395,0.0
90202011006.0,0.403,0.0
90202011007.0,0.395,0.0
90202011101.0,0.426,0.0
90202011102.0,0.453,0.0
90202011103.0,0.433,0.0
90202011201.0,0.399,0.0
90202011202.0,0.37,0.0
90202011203.0,0.361,0.0
90202011204.0,0.53,0.0
90202011205.0,0.401,0.0
90202011206.0,0.39,0.0
90202011207.0,0.424,0.0
90202011208.0,0.425,0.0
90202011301.0,0.378,0.0
90202011302.0,0.388,0.0
90202011303.0,0.393,0.0
90202011304.0,0.38,0.0
90202011305.0,0.382,0.0
90202011401.0,0.399,0.0
90202011402.0,0.407,0.0
90202011403.0,0.412,0.0
90202011404.0,0.422,0.0
90202011405.0,0.396,0.0
90202020101.0,0.362,0.0
90202020102.0,0.368,0.0
90202020103.0,0.358,0.0
90202020201.0,0.372,0.0
90202020202.0,0.387,0.0
90202020203.0,0.383,0.0
90202020204.0,0.384,0.0
90202020205.0,0.442,0.0
90202020206.0,0.398,0.0
90202020300.0,0.42,0.0
90202020400.0,0.362,0.0
90202020501.0,0.388,0.0
90202020502.0,0.395,0.0
90202020503.0,0.396,0.0
90202020504.0,0.428,0.0
90202020505.0,0.413,0.0
90202020506.0,0.394,0.0
90202020601.0,0.444,0.0
90202020602.0,0.416,0.0
90202020603.0,0.41,0.0
90202020604.0,0.416,0.0
90202020605.0,0.414,0.0
90202020606.0,0.407,0.0
90202020607.0,0.453,0.0
90202020701.0,0.372,0.0
90202020702.0,0.381,0.0
90202020703.0,0.391,0.0
90202020704.0,0.38,0.0
90202020801.0,0.384,0.0
90202020802.0,0.351,0.0
90202020803.0,0.366,0.0
90202020804.0,0.368,0.0
90202020805.0,0.386,0.0
90202020901.0,0.372,0.0
90202020902.0,0.353,0.0
90202020903.0,0.354,0.0
90202020904.0,0.358,0.0
90202030101.0,0.342,0.0
90202030102.0,0.342,0.0
90202030103.0,0.992,0.0
90202030104.0,0.342,0.0
90202030105.0,0.342,0.0
90202030106.0,0.342,0.0
90202030107.0,0.342,0.0
90202030108.0,0.342,0.0
90202030201.0,0.342,0.0
90202030202.0,0.342,0.0
90202030203.0,0.342,0.0
90202030204.0,0.342,0.0
90202030205.0,0.342,0.0
90202030301.0,0.342,0.0
90202030302.0,0.342,0.0
90202030303.0,0.342,0.0
90202030304.0,0.342,0.0
90202030305.0,0.342,0.0
90202030401.0,0.342,0.0
90202030402.0,0.342,0.0
90202030403.0,0.342,0.0
90202030404.0,0.342,0.0
90202030405.0,0.342,0.0
90202030406.0,0.342,0.0
90202030407.0,0.417,0.0
90202030501.0,0.342,0.0
90202030502.0,0.342,0.0
90202030503.0,0.342,0.0
90202030504.0,0.342,0.0
90202030505.0,0.342,0.0
90202030601.0,0.342,0.0
90202030602.0,0.342,0.0
90202030603.0,0.342,0.0
90202030701.0,0.342,0.0
90202030702.0,0.342,0.0
90202030703.0,0.342,0.0
90202030801.0,0.342,0.0
90202030802.0,0.347,0.0
90202030803.0,0.342,0.0
90202030804.0,0.374,0.0
90202030805.0,0.342,0.0
90202030806.0,0.342,0.0
90202030807.0,0.373,0.0
90202030808.0,0.344,0.0
90202030901.0,0.353,0.0
90202030902.0,0.342,0.0
90202030903.0,0.342,0.0
90202030904.0,0.342,0.0
90202030905.0,0.342,0.0
90202040101.0,0.469,0.0
90202040102.0,0.453,0.0
90202040103.0,0.447,0.0
90202040104.0,0.44,0.0
90202040105.0,0.467,0.0
90202040106.0,0.453,0.0
90202040107.0,0.491,0.0
90202040201.0,0.504,0.0
90202040202.0,0.629,0.0
90202040203.0,0.544,0.0
90202040204.0,0.534,0.0
90202040205.0,0.55,0.0
90202040301.0,0.545,0.0
90202040302.0,0.542,0.0
90202040303.0,0.594,0.0
90202040401.0,0.479,0.0
90202040402.0,0.481,0.0
90202040403.0,0.472,0.0
90202040404.0,0.501,0.0
90202040405.0,0.482,0.0
90202040406.0,0.592,0.0
90202040501.0,0.469,0.0
90202040502.0,0.51,0.0
90202040503.0,0.503,0.0
90202040504.0,0.518,0.0
90202040505.0,0.453,0.0
90202040506.0,0.49,0.0
90202040601.0,0.635,0.0
90202040602.0,0.511,0.0
90202040603.0,0.512,0.0
90202040604.0,0.515,0.0
90202040605.0,0.562,0.0
90202040606.0,0.548,0.0
90202040701.0,1.2,0.0
90202040702.0,1.042,0.0
90202040703.0,1.098,0.0
90202040704.0,1.113,0.0
90202040705.0,1.608,0.0
90202040706.0,1.776,0.0
90202040707.0,1.255,0.0
90202050101.0,0.725,0.0
90202050102.0,0.71,0.0
90202050103.0,0.732,0.0
90202050104.0,0.718,0.0
90202050105.0,0.705,0.0
90202050106.0,0.71,0.0
90202050107.0,0.753,0.0
90202050201.0,0.538,0.0
90202050202.0,0.53,0.0
90202050203.0,0.538,0.0
90202050204.0,0.54,0.0
90202050205.0,0.529,0.0
90202050206.0,0.544,0.0
90202050301.0,0.706,0.0
90202050302.0,0.728,0.0
90202050303.0,0.713,0.0
90202050304.0,0.678,0.0
90202050305.0,0.699,0.0
90202050306.0,0.699,0.0
90202050401.0,0.652,0.0
90202050402.0,0.671,0.0
90202050403.0,0.742,0.0
90202050404.0,0.663,0.0
90202050405.0,0.688,0.0
90202050406.0,0.674,0.0
90202050407.0,0.699,0.0
90202050408.0,0.686,0.0
90202050409.0,0.96,0.0
90202050501.0,0.736,0.0
90202050502.0,0.737,0.0
90202050503.0,0.756,0.0
90202050504.0,0.747,0.0
90202050601.0,2.04,0.0
90202050602.0,1.908,0.0
90202050603.0,1.633,0.0
90202050701.0,0.729,0.0
90202050702.0,0.777,0.0
90202050703.0,0.745,0.0
90202050704.0,0.855,0.0
90203010101.0,1.405,0.0
90203010102.0,2.234,0.0
90203010201.0,0.997,0.0
90203010202.0,0.806,0.0
90203010203.0,1.067,0.0
90203010204.0,1.015,0.0
90203010205.0,1.133,0.0
90203010206.0,0.83,0.0
90203010207.0,1.087,0.0
90203010208.0,1.688,0.0
90203010301.0,2.261,0.0
90203010302.0,2.261,0.0
90203010303.0,2.261,0.0
90203010304.0,2.261,0.0
90203010305.0,2.261,0.0
90203010306.0,2.261,0.0
90203010401.0,1.161,0.0
90203010402.0,1.192,0.0
90203010403.0,1.262,0.0
90203010404.0,1.197,0.0
90203010501.0,0.879,0.0
90203010502.0,0.91,0.0
90203010503.0,0.863,0.0
90203010504.0,0.807,0.0
90203010505.0,0.935,0.0
90203010601.0,0.901,0.0
90203010602.0,0.933,0.0
90203010603.0,0.896,0.0
90203010604.0,1.054,0.0
90203010701.0,1.178,0.0
90203010702.0,1.238,0.0
90203010703.0,1.136,0.0
90203010704.0,1.707,0.0
90203010705.0,1.603,0.0
90203020101.0,1.923,0.0
90203020102.0,1.488,0.0
90203020103.0,1.55,0.0
90203020104.0,1.923,0.0
90203020201.0,1.217,0.0
90203020202.0,1.221,0.0
90203020300.0,1.479,0.0
90203020401.0,1.444,0.0
90203020402.0,1.479,0.0
90203020501.0,1.064,0.0
90203020502.0,1.207,0.0
90203020503.0,1.142,0.0
90203020601.0,0.821,0.0
90203020602.0,1.065,0.0
90203020603.0,1.096,0.0
90203020604.0,1.072,0.0
90203020605.0,1.134,0.0
90203020606.0,1.12,0.0
90203020607.0,1.119,0.0
90203020608.0,1.124,0.0
90203020609.0,1.123,0.0
90203020610.0,1.17,0.0
90203020701.0,1.175,0.0
90203020702.0,1.23,0.0
90203020703.0,1.334,0.0
90203020704.0,1.125,0.0
90203020705.0,1.161,0.0
90203020706.0,1.151,0.0
90203020801.0,1.161,0.0
90203020802.0,1.163,0.0
90203020900.0,1.328,0.0
90203030100.0,1.54,0.0
90203030201.0,1.54,0.0
90203030202.0,1.54,0.0
90203030203.0,1.514,0.0
90203030204.0,1.54,0.0
90203030205.0,1.439,0.0
90203030206.0,1.483,0.0
90203030207.0,1.644,0.0
90203030301.0,0.929,0.0
90203030302.0,1.707,0.0
90203030303.0,1.031,0.0
90203030304.0,0.918,0.0
90203030401.0,1.072,0.0
90203030402.0,1.152,0.0
90203030403.0,1.13,0.0
90203030404.0,1.184,0.0
90203030501.0,1.069,0.0
90203030502.0,1.13,0.0
90203030503.0,0.99,0.0
90203030504.0,0.991,0.0
90203030505.0,1.038,0.0
90203030506.0,1.004,0.0
90203030507.0,1.108,0.0
90203030601.0,1.016,0.0
90203030602.0,1.18,0.0
90203030603.0,1.223,0.0
90203030604.0,1.195,0.0
90203030701.0,1.529,0.0
90203030702.0,1.572,0.0
90203030703.0,2.103,0.0
90203030704.0,2.243,0.0
90203040101.0,1.325,0.0
90203040102.0,1.336,0.0
90203040103.0,1.277,0.0
90203040104.0,1.263,0.0
90203040201.0,1.561,0.0
90203040202.0,1.427,0.0
90203040301.0,1.131,0.0
90203040302.0,1.292,0.0
90203040303.0,1.265,0.0
90203040304.0,1.252,0.0
90203040305.0,1.312,0.0
90203040401.0,1.275,0.0
90203040402.0,1.29,0.0
90203040403.0,1.285,0.0
90203040404.0,1.338,0.0
90203040501.0,1.357,0.0
90203040502.0,1.271,0.0
90203040601.0,1.206,0.0
90203040602.0,1.252,0.0
90203040603.0,1.258,0.0
90203040604.0,1.226,0.0
90203040605.0,1.248,0.0
90203040606.0,1.297,0.0
90203040701.0,1.202,0.0
90203040702.0,1.406,0.0
90203040801.0,1.82,0.0
90203040802.0,2.261,0.0
90203040803.0,1.549,0.0
90203050101.0,0.766,0.0
90203050102.0,0.75,0.0
90203050103.0,0.665,0.0
90203050104.0,0.764,0.0
90203050105.0,0.738,0.0
90203050201.0,0.747,0.0
90203050202.0,0.725,0.0
90203050203.0,0.962,0.0
90203050204.0,0.828,0.0
90203050205.0,0.811,0.0
90203050206.0,2.261,0.0
90203050207.0,0.951,0.0
90203050301.0,0.801,0.0
90203050302.0,0.791,0.0
90203050303.0,0.776,0.0
90203050304.0,0.796,0.0
90203050305.0,0.775,0.0
90203050306.0,0.792,0.0
90203050401.0,0.8,0.0
90203050402.0,0.717,0.0
90203050403.0,0.871,0.0
90203050501.0,0.775,0.0
90203050502.0,0.665,0.0
90203050503.0,0.767,0.0
90203050504.0,0.832,0.0
90203050505.0,0.815,0.0
90203050506.0,0.756,0.0
90203050507.0,0.753,0.0
90203050601.0,0.72,0.0
90203050602.0,0.648,0.0
90203050603.0,0.728,0.0
90203050701.0,0.745,0.0
90203050702.0,0.734,0.0
90203050703.0,0.727,0.0
90203050704.0,0.739,0.0
90203050705.0,0.74,0.0
90203060101.0,1.562,0.0
90203060102.0,1.459,0.0
90203060103.0,1.713,0.0
90203060201.0,1.262,0.0
90203060202.0,0.997,0.0
90203060203.0,1.032,0.0
90203060204.0,1.001,0.0
90203060205.0,1.017,0.0
90203060206.0,1.178,0.0
90203060301.0,1.556,0.0
90203060302.0,1.681,0.0
90203060303.0,1.556,0.0
90203060304.0,1.837,0.0
90203060401.0,1.963,0.0
90203060402.0,2.261,0.0
90203060501.0,1.907,0.0
90203060502.0,1.979,0.0
90203060503.0,2.073,0.0
90203060504.0,2.23,0.0
90203060601.0,1.755,0.0
90203060602.0,2.145,0.0
90203060603.0,2.261,0.0
90203070101.0,0.995,0.0
90203070102.0,1.003,0.0
90203070103.0,1.064,0.0
90203070104.0,0.963,0.0
90203070105.0,1.022,0.0
90203070201.0,0.887,0.0
90203070202.0,0.847,0.0
90203070203.0,0.91,0.0
90203070204.0,0.927,0.0
90203070205.0,0.886,0.0
90203070206.0,0.953,0.0
90203070301.0,0.984,0.0
90203070302.0,0.937,0.0
90203070303.0,1.134,0.0
90203070304.0,0.974,0.0
90203070401.0,1.381,0.0
90203070402.0,1.193,0.0
90203070403.0,1.765,0.0
90203070404.0,2.205,0.0
90203080101.0,0.934,0.0
90203080102.0,0.93,0.0
90203080103.0,0.943,0.0
90203080104.0,0.978,0.0
90203080201.0,1.032,0.0
